Gene_set	Term	Overlap	P-value	Adjusted P-value	Genes
CUSTOM140674733480768	PIP3 activates AKT signaling	224/283			PSMB9;FGF7;SUZ12;LAMTOR5;PSMD11;TRAT1;MAF1;FGF1;PSMA5;USP13;ERBB2;IRS2;SLC38A9;CSNK2A1;PSMB4;EZH2;PIK3CA;PSMB10;RRAGA;CDKN1A;NRG1;PIK3AP1;CBX6;PSMC6;MECOM;GATAD2B;RPS6KB2;PIP4K2C;AGO1;FGFR3;PREX2;RICTOR;PSMB11;EGFR;MLST8;MAPKAP1;FGF2;ATF2;SNAI2;ESR1;IRS1;CSNK2B;CREB1;MBD3;HDAC7;PSME1;PDGFRA;UBA52;MTA2;PSMA8;PSMA3;PSMB6;AKT1S1;CNOT6L;PSMB5;CBX4;HDAC1;PSMB2;HDAC2;WWP2;MTA3;PSMD12;LAMTOR3;GSK3A;CHD3;PSMD10;AGO3;RHEB;PPP2R5E;PSMB3;TNRC6C;XIAP;CDKN1B;TRAF6;AKT3;PDGFRB;RCOR1;GSK3B;TSC2;PHC2;TP53;PSMC3;PSME2;STUB1;INSR;FOXO3;PSMA2;MET;RNF146;LAMTOR2;PSMD14;PSMD3;TNKS2;UBB;PSMD7;FYN;PIP5K1B;PSMB8;CD28;EGF;PIK3R2;PSMC5;PHC3;RAC1;NEDD4;AREG;PPP2R5C;KITLG;PIK3CB;CBX8;IL33;PML;RRAGD;ERBB4;RPS27A;PSMA4;RAC2;PSMA7;BTC;PSMA1;FOXO4;STRN;CSNK2A2;MAPK1;MTA1;PPP2R1B;TNRC6B;RING1;HDAC5;RHOG;IL1RL1;MAPK3;TGFA;LCK;NR4A1;THEM4;LAMTOR1;BAD;PSMD4;PSMD5;RRAGC;PPP2R5D;PRR5;GRB2;PIP4K2B;CD86;PSMD1;AKT2;GAB1;TRIM27;IRAK1;KIT;PSMC2;TNKS;RBBP7;PHLPP1;GATAD2A;RRAGB;TNRC6A;IRAK4;MKRN1;HGF;ATN1;PSMF1;FGFR2;AKT1;PSME3;MTOR;VAV1;PSMD13;VAPA;PPP2R5A;CHD4;FRK;PIK3R1;PSMD8;RNF2;USP7;PSMC1;RPTOR;PTPN11;PHC1;PSMD6;PIK3CD;PDPK1;EED;ERBB3;PSMA6;CASP9;MOV10;PTEN;OTUD3;RBBP4;PPP2R5B;PSMD9;LAMTOR4;SRC;PSMC4;ICOS;AGO2;CBX2;CD19;HDAC3;AGO4;EGR1;PPP2R1A;IL1RAP;PIP5K1A;PIP4K2A;PSME4;PSMB1;PPP2CB;MYD88;FOXO1;KL;PIP5K1C;JUN;CHUK;PSMD2;PSMB7;FGFR1;REST;KDM1A;PPP2CA
CUSTOM140674733480768	PIWI-interacting RNA (piRNA) biogenesis	18/29			POLR2C;POLR2D;POLR2I;HSP90AA1;DDX4;TDRD6;POLR2E;POLR2A;POLR2J;POLR2F;PIWIL1;POLR2G;TDRD1;POLR2L;POLR2H;POLR2B;TDRKH;POLR2K
CUSTOM140674733480768	PKA activation	17/18			ADCY8;PRKAR2A;ADCY3;PRKACB;PRKAR1A;CALM1;ADCY6;ADCY9;PRKAR2B;ADCY1;NBEA;ADCY2;PRKACA;ADCY5;PRKACG;PRKAR1B;ADCY7
CUSTOM140674733480768	PKA activation in glucagon signalling	16/17			ADCY8;PRKAR2A;ADCY3;PRKACB;PRKAR1A;ADCY6;ADCY9;PRKAR2B;ADCY1;ADCY2;GNAS;PRKACA;ADCY5;PRKACG;PRKAR1B;ADCY7
CUSTOM140674733480768	PKA-mediated phosphorylation of CREB	19/20			PRKAR1A;ADCY1;PRKACA;PRKAR1B;PRKAR2A;ADCY3;CALM1;ADCY6;PRKX;PRKACB;NBEA;CREB1;PRKACG;ADCY7;ADCY8;ADCY9;PRKAR2B;ADCY5;ADCY2
CUSTOM140674733480768	PKA-mediated phosphorylation of key metabolic factors	5/5			PFKFB1;PRKACB;MLXIPL;PRKACA;PRKACG
CUSTOM140674733480768	PKB-mediated events	2/2			PDE3B;AKT2
CUSTOM140674733480768	PKMTs methylate histone lysines	42/47			SETD6;NSD2;EHMT1;SUZ12;SUV39H2;PRDM16;RBBP5;ASH1L;KMT2A;SETD3;RELA;EZH2;EED;KMT5C;RBBP4;KMT2D;MECOM;SETD7;EHMT2;ASH2L;NSD1;SUV39H1;KMT2B;SETDB1;WDR5;SETD2;SETD1A;RBBP7;SETD1B;KMT5B;SMYD3;KMT5A;ATF7IP;NSD3;SMYD2;DPY30;NFKB2;AEBP2;NFKB1;KMT2E;DOT1L;KMT2C
CUSTOM140674733480768	PLC beta mediated events	50/53			AHCYL1;PRKAR1A;GNAI1;ITPR2;PRKCG;ADCY1;KPNA2;PRKACA;PRKAR1B;GNAT1;MAPK1;PRKAR2A;ADCY3;CALM1;CAMKK1;ADCY6;PLA2G4A;CAMK4;ADCY2;GRK2;PRKCD;PDE1B;PLCB1;PRKX;PRKACB;GNAI2;NBEA;CAMK2A;PLCB3;CAMK2B;PLCB2;PLCB4;ITPR3;CREB1;GNAO1;PRKACG;GNAZ;ADCY7;PDE1C;ADCY8;CAMK2D;ADCY9;PRKAR2B;PRKCA;CAMKK2;ITPR1;ADCY5;CAMK2G;PDE1A;GNAI3
CUSTOM140674733480768	PLC-gamma1 signalling	1/3			PLCG1
CUSTOM140674733480768	PLCG1 events in ERBB2 signaling	4/4			EGF;EGFR;ERBB2;PLCG1
CUSTOM140674733480768	POLB-Dependent Long Patch Base Excision Repair	7/8			PARG;APEX1;LIG1;FEN1;PARP1;PARP2;POLB
CUSTOM140674733480768	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	5/13			EPHA1;STAT3;FGF2;SALL1;SOX2
CUSTOM140674733480768	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	5/10			CDX2;GATA6;EOMES;TSC22D1;SOX2
CUSTOM140674733480768	PP2A-mediated dephosphorylation of key metabolic factors	7/7			PFKFB1;PPP2R1B;PPP2R5D;MLXIPL;PPP2R1A;PPP2CB;PPP2CA
CUSTOM140674733480768	PPARA activates gene expression	104/117			AHR;CPT1A;MED6;SP1;MED14;NR1H4;FAM120B;FADS1;CD36;CREBBP;PEX11A;RXRA;ABCA1;ANGPTL4;GRHL1;TGS1;HMGCS2;NRF1;SMARCD3;FHL2;MED22;PLIN2;CYP4A11;MED11;TNFRSF21;RGL1;TBL1XR1;HELZ2;THRAP3;CLOCK;FABP1;GPS2;MED27;MED13;MED18;MED4;MED12;RORA;MED19;MED8;NCOA2;ARNT2;AGT;NFYB;MED20;UGT1A9;MED23;APOA2;NCOA1;MED28;MED15;MED7;CPT2;CHD9;ARNTL;MED9;ME1;MED26;MTF1;TBL1X;HMGCS1;TIAM2;NFYC;EP300;ACADM;APOA5;CDK19;MED16;MED24;MED29;CCNC;NR1D1;CYP1A1;MED31;TXNRD1;NCOR2;MED10;NCOA6;ACSL1;SLC27A1;ARNT;CARM1;HMGCR;APOA1;MED21;CDK8;SREBF1;MED1;NCOR1;GLIPR1;ALAS1;HDAC3;FDFT1;NR1H2;MED13L;MED25;MED30;ESRRA;NFYA;SREBF2;MED17;ACOX1;RXRB;NCOA3
CUSTOM140674733480768	PRC2 methylates histones and DNA	13/42			EZH2;EED;PHF1;SUZ12;H2AFX;MTF2;RBBP4;JARID2;AEBP2;DNMT3A;RBBP7;DNMT1;DNMT3B
CUSTOM140674733480768	PTEN Loss of Function in Cancer	1/1			PTEN
CUSTOM140674733480768	PTEN Regulation	133/158			PSMB9;SUZ12;LAMTOR5;PSMD11;MAF1;PSMA5;USP13;SLC38A9;CSNK2A1;PSMB4;EZH2;PSMB10;RRAGA;CBX6;PSMC6;MECOM;GATAD2B;AGO1;PREX2;PSMB11;MLST8;ATF2;SNAI2;CSNK2B;MBD3;HDAC7;PSME1;UBA52;MTA2;PSMA8;PSMA3;PSMB6;CNOT6L;PSMB5;CBX4;HDAC1;PSMB2;HDAC2;WWP2;MTA3;PSMD12;LAMTOR3;RHEB;CHD3;PSMD10;AGO3;XIAP;PSMB3;TNRC6C;AKT3;RCOR1;PHC2;TP53;PSMC3;PSME2;STUB1;PSMA2;RNF146;LAMTOR2;PSMD14;PSMD3;TNKS2;UBB;PSMD7;PSMB8;PSMC5;PHC3;NEDD4;CBX8;PML;RRAGD;RPS27A;PSMA4;PSMA7;PSMA1;TNRC6B;CSNK2A2;MAPK1;MTA1;RING1;HDAC5;MAPK3;LAMTOR1;PSMD4;PSMD5;RRAGC;PSMD1;AKT2;TRIM27;PSMC2;TNKS;RBBP7;GATAD2A;RRAGB;TNRC6A;MKRN1;ATN1;PSMF1;AKT1;PSME3;MTOR;PSMD13;VAPA;CHD4;FRK;PSMD8;RNF2;USP7;PSMC1;RPTOR;PHC1;PSMD6;EED;PSMA6;RBBP4;MOV10;PTEN;OTUD3;PSMD9;LAMTOR4;PSMC4;AGO2;CBX2;HDAC3;AGO4;EGR1;PSME4;PSMB1;JUN;PSMD2;PSMB7;REST;KDM1A
CUSTOM140674733480768	PTK6 Activates STAT3	3/4			STAP2;PTK6;STAT3
CUSTOM140674733480768	PTK6 Down-Regulation	2/3			PTPN1;PTK6
CUSTOM140674733480768	PTK6 Expression	5/5			PELP1;NR3C1;HIF1A;EPAS1;PTK6
CUSTOM140674733480768	PTK6 Regulates Cell Cycle	6/6			CDK4;CCNE1;CDKN1B;CDK2;PTK6;CCND1
CUSTOM140674733480768	PTK6 Regulates Proteins Involved in RNA Processing	5/5			KHDRBS1;KHDRBS2;KHDRBS3;SFPQ;PTK6
CUSTOM140674733480768	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	14/14			DOCK1;BCAR1;ELMO2;KRAS;CRK;HRAS;NRAS;RAC1;PXN;ARHGAP35;RASA1;PTK6;RHOA;ELMO1
CUSTOM140674733480768	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	8/9			CBL;RPS27A;AKT1;UBB;DOK1;PTK6;ARAP1;UBA52
CUSTOM140674733480768	PTK6 promotes HIF1A stabilization	5/7			LRRK2;EGFR;GPNMB;HIF1A;PTK6
CUSTOM140674733480768	Packaging Of Telomere Ends	7/33			ACD;TERF2IP;TERF1;TINF2;H2AFX;TERF2;POT1
CUSTOM140674733480768	Paradoxical activation of RAF signaling by kinase inactive BRAF	43/43			KSR2;ARAF;IQGAP1;MAP2K1;CNKSR1;MARK3;PEBP1;CSK;MAPK1;FN1;RAP1B;FGG;YWHAB;CALM1;ARRB1;FGB;KRAS;TLN1;NRAS;MAPK3;PHB;SRC;FGA;BRAF;BRAP;ARRB2;HRAS;CAMK2A;CAMK2B;MAP2K2;CNKSR2;JAK2;CAMK2D;VWF;RAF1;ITGA2B;ITGB3;APBB1IP;VCL;KSR1;MAP3K11;RAP1A;CAMK2G
CUSTOM140674733480768	Parasite infection	59/142			NCKIPSD;ACTR2;MYO5A;ARPC3;ABI2;FGR;FCGR3A;ARPC4;MYO1C;CRK;CD247;ACTG1;ACTR3;MYO9B;MAPK1;DOCK1;ELMO2;WIPF3;HCK;ARPC5;MYH2;MAPK3;YES1;BTK;BRK1;WAS;PTK2;MYH9;VAV2;SRC;MYO10;GRB2;WASF1;WASL;CDC42;NCKAP1L;ARPC1A;CYFIP2;FYN;ARPC1B;ACTB;WASF2;CYFIP1;WIPF2;SYK;WASF3;ARPC2;ABL1;RAC1;VAV3;CD3G;ABI1;NCKAP1;VAV1;BAIAP2;WIPF1;LYN;NCK1;ELMO1
CUSTOM140674733480768	Passive transport by Aquaporins	6/13			AQP8;AQP3;AQP5;AQP2;AQP4;AQP1
CUSTOM140674733480768	Pausing and recovery of HIV elongation	33/36			POLR2D;POLR2I;CDK9;POLR2J;GTF2F1;SUPT4H1;SUPT5H;POLR2L;POLR2H;NELFB;ELOC;ELOA;NELFE;POLR2B;ELOB;NELFA;NELFCD;CCNK;CTDP1;CCNT1;ELL;POLR2C;POLR2E;POLR2A;SUPT16H;ELOA3D;SSRP1;POLR2F;TCEA1;POLR2G;GTF2F2;POLR2K;CCNT2
CUSTOM140674733480768	Pausing and recovery of Tat-mediated HIV elongation	31/35			POLR2D;POLR2I;CDK9;POLR2J;GTF2F1;SUPT4H1;SUPT5H;POLR2L;POLR2H;NELFB;ELOC;ELOA;NELFE;POLR2B;ELOB;NELFA;NELFCD;CTDP1;CCNT1;ELL;POLR2C;POLR2E;POLR2A;SUPT16H;ELOA3D;SSRP1;POLR2F;TCEA1;POLR2G;GTF2F2;POLR2K
CUSTOM140674733480768	Pentose phosphate pathway	15/15			PGLS;DERA;RPE;PGM2;G6PD;PGD;SHPK;RPEL1;TALDO1;RPIA;PRPS1L1;PRPS2;TKT;RBKS;PRPS1
CUSTOM140674733480768	Pentose phosphate pathway disease	2/2			TALDO1;RPIA
CUSTOM140674733480768	Peptide chain elongation	88/94			RPS3A;RPL15;RPS5;RPS14;RPS21;RPS7;RPS8;RPL22L1;RPL27A;RPL9;RPLP0;FAU;RPL31;RPS11;RPL17;RPL23;RPS28;EEF1A1;RPL26L1;UBA52;RPLP2;RPL23A;RPS29;RPS23;RPL4;RPS27;RPL19;RPL18A;RPS20;RPS25;RPL39;RPL14;RPS27L;RPL22;RPS3;RPL28;RPS15A;RPL10A;RPS10;RPS4X;RPL8;RPL7;RPL35A;RPL32;RPL13;RPS13;RPS16;RPS27A;RPS4Y2;RPL36;RPS2;RPL37;RPL12;RPL10;RPS19;RPSA;RPL3;RPL29;RPL35;RPL36AL;RPS6;RPL11;RPL30;RPL34;RPL5;RPS15;RPL13A;RPS9;RPL6;RPS26;RPL24;RPS12;RPL21;RPL18;RPS18;RPL10L;RPL3L;RPL27;RPL36A;RPL7A;EEF2;RPS24;RPL26;RPS4Y1;RPS17;RPL37A;RPLP1;RPL38
CUSTOM140674733480768	Peptide hormone biosynthesis	5/12			INHBA;INHBC;POMC;PCSK1;INHBE
CUSTOM140674733480768	Peptide hormone metabolism	66/88			EXOC5;SLC30A6;MYO5A;LEP;GRP;MME;POMC;TCF7L2;DPP4;CLTRN;CPE;EXOC4;CTNNB1;IGF1;STX1A;GZMH;GNB3;CES1;PLA2G7;ERO1B;EXOC3;SLC30A5;ENPEP;CPB1;GCG;CTSD;CTSZ;PCSK1;EXOC6;REN;INHBE;KIF5B;SPCS3;CMA1;SPCS2;CPA3;ACE;SPCS1;BCHE;AGT;KIF5A;ACE2;ANPEP;ERO1A;EXOC2;GNG13;KIF5C;PAX6;SLC30A7;EXOC1;VAMP2;CDX2;INHBC;INHBA;RAB27A;ACHE;CPB2;SEC11A;CTSG;EXOC8;PCSK2;EXOC7;MYRIP;KLF4;ATP6AP2;SEC11C
CUSTOM140674733480768	Peptide ligand-binding receptors	63/198			ECE1;CCK;GRP;GPR37L1;CXCL12;POMC;NTS;TAC3;EDNRA;KNG1;UTS2;CXCL1;CCL21;CCL16;INSL5;CCL2;ACKR3;HEBP1;ECE2;CCR6;CXCL16;CXCR4;CXCL13;PPBP;ANXA1;KEL;GAL;APP;CCL20;C5;PRLH;SST;ACKR1;CX3CL1;CXCL8;PF4;CCL5;AGT;TRH;PYY;C3;F2R;PSAP;CCR1;F2;NLN;CXCL10;CCL17;XK;FPR2;C3AR1;CXCL9;PENK;SSTR2;C5AR1;AGTR1;CXCL5;NPY;FPR1;SAA1;CCL28;CCRL2;EDNRB
CUSTOM140674733480768	Peroxisomal lipid metabolism	26/29			NUDT19;PECR;ACBD5;SCP2;MLYCD;DECR2;ACBD4;ABCD1;ECI2;CRAT;PHYH;SLC25A17;ACOT8;EHHADH;ACOT4;ALDH3A2;AMACR;ACOX2;HACL1;NUDT7;CROT;HSD17B4;ACOX1;ACAA1;ACOX3;SLC27A2
CUSTOM140674733480768	Peroxisomal protein import	59/63			LONP2;NUDT19;UBE2D2;GNPAT;RPS27A;ZFAND6;PECR;PEX26;USP9X;DHRS4;PEX13;EPHX2;SCP2;PEX2;MLYCD;UBE2D3;PEX7;HMGCL;DECR2;ECI2;DDO;PHYH;CRAT;PEX1;TYSND1;GSTK1;ACOT8;IDE;EHHADH;ACOT4;ECH1;PAOX;PEX5;UBB;HAO1;PEX10;ACOX3;AGPS;AMACR;ACOX2;PEX6;UBA52;HACL1;NUDT7;IDH1;CROT;ACOT2;CAT;DAO;HSD17B4;PEX14;UBE2D1;PIPOX;ACOX1;AGXT;ACAA1;PEX12;MPV17;SLC27A2
CUSTOM140674733480768	Pervasive developmental disorders	13/13			SIN3A;CALM1;TBL1X;BDNF;HDAC3;MECP2;CAMK4;NCOR2;PRKACA;GPS2;TBL1XR1;HDAC1;NCOR1
CUSTOM140674733480768	Pexophagy	10/11			MAP1LC3B;PEX5;RPS27A;SQSTM1;NBR1;ATM;UBB;EPAS1;USP30;UBA52
CUSTOM140674733480768	Phase 0 - rapid depolarisation	32/42			CACNA2D3;CACNB1;SCN1A;RANGRF;CACNG2;FGF13;CACNG7;CACNA1S;CACNA1F;SCN4B;CACNB4;SCN3A;SCN2A;CACNG4;CALM1;SCN2B;SCN3B;CACNB3;CACNA2D1;CACNA2D2;CACNG8;CAMK2A;CAMK2B;SCN7A;CACNG3;FGF12;CAMK2D;CACNG6;SCN8A;CACNB2;SCN1B;CAMK2G
CUSTOM140674733480768	Phase 1 - inactivation of fast Na+ channels	5/7			KCNIP4;KCND3;KCNIP3;KCNIP2;KCND2
CUSTOM140674733480768	Phase 2 - plateau phase	17/25			CACNB3;CACNA1F;CACNA2D3;CACNG6;CACNB1;CACNG4;CACNA2D1;CACNA2D2;CACNG8;CACNG2;CACNB2;CACNG3;CACNG7;CACNA1S;KCNQ1;CACNB4;AKAP9
CUSTOM140674733480768	Phase 3 - rapid repolarisation	2/8			KCNQ1;AKAP9
CUSTOM140674733480768	Phase 4 - resting membrane potential	3/19			KCNK5;KCNJ4;KCNK1
CUSTOM140674733480768	Phase I - Functionalization of compounds	75/105			CYP2C18;CYP4A22;POR;ARNT;ADH7;BPHL;PTGIS;AHR;CYP24A1;ADH1B;FDXR;POMC;ALDH1B1;CYP2S1;CYP4F22;AOC2;ALDH1A1;ACSS2;FDX2;CYP2C19;CYP7B1;HSP90AB1;ADH6;MAOA;AOC3;CYP2J2;NR1H4;AIP;CES1;FMO1;CYP2U1;CYB5B;ADH1A;CYP51A1;ADH5;CES3;FMO3;EPHX1;ADH1C;CMBL;CYP4F11;RXRA;PAOX;TBXAS1;FDX1;CYP4F3;NCOA2;PTGES3;ARNT2;ACSS1;CYP1B1;ALDH2;ALDH3A1;AOC1;CYP46A1;NQO2;PTGS1;CYP27A1;CYP1A1;CBR3;CYP4V2;CYP4B1;CYP4A11;CES2;NCOA1;CYB5R3;AADAC;CYP27B1;CYP8B1;FMO2;CYP3A5;MAOB;ADH4;CYP4F2;CYP4F12
CUSTOM140674733480768	Phase II - Conjugation of compounds	90/109			GSTT1;UGT2B4;GSTA4;CHAC2;UGT2B7;GSTA3;GCLC;GSTM3;ACSM2B;GSTK1;IMPAD1;SULT1A2;TPMT;MAT2B;ACSM5;GSTM5;UGT1A7;AHCY;GSTA1;GLYAT;ESD;GSTO2;PAPSS2;SLC35B3;SULT1E1;TRMT112;SLC35D1;N6AMT1;GGT6;SULT1B1;GSTM2;SLC26A2;SULT6B1;AKR1A1;GGT7;UGT1A9;UGT3A2;UGT2A3;MAT2A;GSTO1;GSTP1;MGST1;MTR;GGT1;SULT1C4;GSTM1;CNDP2;UGT2B17;ABHD14B;SLC35B2;GSTT2B;NAT1;SULT1A4;SULT1C2;COMT;GGCT;SULT1A1;BPNT1;UGP2;GSS;TPST1;UGT1A10;MGST2;SLC26A1;SULT4A1;MGST3;PODXL2;UGT1A8;UGT3A1;PAPSS1;GLYATL1;NNMT;GGT5;GCLM;MTRR;ACSM2A;UGT1A6;MAT1A;OPLAH;GLYATL2;HPGDS;TPST2;UGDH;ABHD10;AS3MT;GSTM4;GSTZ1;ACSM4;GSTA2;SULT2B1
CUSTOM140674733480768	Phenylalanine and tyrosine metabolism	10/11			PCBD1;QDPR;HGD;GSTZ1;FAH;ASRGL1;HPD;KYAT1;PAH;IL4I1
CUSTOM140674733480768	Phenylalanine metabolism	6/6			PCBD1;QDPR;ASRGL1;KYAT1;PAH;IL4I1
CUSTOM140674733480768	Phenylketonuria	1/1			PAH
CUSTOM140674733480768	Phosphate bond hydrolysis by NTPDase proteins	7/8			ENTPD3;ENTPD1;ENTPD6;ENTPD2;ENTPD5;ENTPD4;ENTPD7
CUSTOM140674733480768	Phosphate bond hydrolysis by NUDT proteins	7/7			NUDT1;NUDT18;NUDT5;NUDT15;ADPRM;NUDT9;NUDT16
CUSTOM140674733480768	Phospholipase C-mediated cascade: FGFR1	5/16			KL;FGF1;FGF2;FGFR1;PLCG1
CUSTOM140674733480768	Phospholipase C-mediated cascade; FGFR2	5/18			FGF7;FGFR2;FGF1;FGF2;PLCG1
CUSTOM140674733480768	Phospholipase C-mediated cascade; FGFR3	4/13			PLCG1;FGFR3;FGF1;FGF2
CUSTOM140674733480768	Phospholipase C-mediated cascade; FGFR4	3/15			PLCG1;FGF1;FGF2
CUSTOM140674733480768	Phospholipid metabolism	182/212			PLEKHA6;TNFAIP8L1;PNPLA2;SACM1L;ARF3;INPP5K;PI4KA;AGPAT3;MGLL;PHOSPHO1;CSNK2A1;MTMR6;PIK3CA;SLC44A2;RAB4A;ARF1;MTMR8;PLBD1;MTMR1;PLEKHA5;PIP4K2C;SBF2;GPAT2;PLEKHA8;GPCPD1;BMX;BCHE;LCLAT1;SYNJ1;PLD2;PIK3R5;MTMR3;OSBPL10;CSNK2B;INPP5F;PCYT2;ETNPPL;MTMR14;PITPNB;PLEKHA3;RAB5A;SYNJ2;GPD2;LPCAT2;MTMR12;ETNK1;LPCAT1;FIG4;OSBPL5;MTMR9;LPIN3;GNPAT;CHKB;INPP5D;MTM1;PLEKHA2;CPNE1;MBOAT2;GDPD3;LPIN2;TNFAIP8;STARD10;PLA2G4C;LPIN1;PTPMT1;PIK3C2A;OSBPL8;PITPNM1;GPAT3;GPD1;TAZ;MTMR10;PLD3;PLEKHA1;PIP5K1B;GDPD1;RAB14;SELENOI;AGPAT4;PI4K2B;PIK3R2;PLA2G4F;PCYT1A;PCTP;PISD;PLD1;PI4K2A;INPPL1;INPP4A;PITPNM3;AGPAT5;PIK3CB;PLA2G1B;VAC14;PLA2R1;PLA2G5;SLC44A3;CRLS1;MBOAT7;CPNE6;CSNK2A2;INPP4B;INPP5J;INPP5E;PLA2G4A;ABHD3;ALPI;PTPN13;ENPP6;PIKFYVE;LIPH;PIP4K2B;PNPLA6;AGK;PIK3C2B;PTDSS1;CPNE7;DDHD2;PIK3CG;PLA1A;PLA2G2A;CPNE3;DDHD1;PLA2G15;PLA2G4E;HADHB;CDIPT;GPAT4;PNPLA7;STARD7;MTMR4;MIGA2;PIK3R4;PIK3R6;SBF1;PLEKHA4;CHPT1;SLC44A1;PI4KB;ABHD4;CDS2;RUFY1;MTMR2;PIK3R1;PCYT1B;ETNK2;PITPNM2;PIK3CD;PLD4;AGPAT2;DGAT1;PTDSS2;CHKA;PEMT;PLA2G12A;LPCAT3;CEPT1;MTMR7;PTEN;GDE1;SLC44A4;CDS1;TNFAIP8L3;ACP6;PIK3C3;LPGAT1;PIP5K1A;PIP4K2A;LPCAT4;PGS1;HADHA;PNPLA8;GPD1L;ACHE;PIP5K1C;GPAM;OCRL;MBOAT1;MIGA1;TNFAIP8L2;AGPAT1;PLA2G6
CUSTOM140674733480768	Phosphorylation of CD3 and TCR zeta chains	21/29			HLA-DRA;HLA-DQA2;CD4;HLA-DRB3;CD247;HLA-DPA1;CSK;HLA-DRB5;HLA-DQA1;LCK;HLA-DRB4;PAG1;PTPN22;CD3E;HLA-DPB1;HLA-DRB1;HLA-DQB1;PTPRC;CD3G;PTPRJ;CD3D
CUSTOM140674733480768	Phosphorylation of Emi1	5/6			CCNB1;PLK1;CDC20;FZR1;CDK1
CUSTOM140674733480768	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	3/4			RB1;CCNE1;CDK2
CUSTOM140674733480768	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	2/3			CCNA2;CDK1
CUSTOM140674733480768	Phosphorylation of the APC/C	20/20			ANAPC15;ANAPC10;CDC26;CDC16;UBE2E1;ANAPC7;ANAPC5;UBE2C;CDK1;UBE2S;ANAPC16;CDC23;ANAPC1;CCNB1;ANAPC11;ANAPC2;UBE2D1;PLK1;CDC27;ANAPC4
CUSTOM140674733480768	Physiological factors	6/12			NPR1;KAT2B;TBX5;NPR2;WWTR1;HIPK2
CUSTOM140674733480768	Plasma lipoprotein assembly	19/19			P4HB;PRKACA;APOA1;APOC4;MTTP;ABCA1;PRKACB;APOE;APOA4;ZDHHC8;APOC2;BMP1;PRKACG;APOC3;SAR1B;APOA2;A2M;APOC1;APOB
CUSTOM140674733480768	Plasma lipoprotein assembly, remodeling, and clearance	64/71			P4HB;APOF;FURIN;SCARB1;PCSK9;VLDLR;PRKACA;MBTPS1;APOA1;CLTC;CETP;NPC2;AP2A1;NCEH1;APOC4;LDLR;LCAT;NPC1;ANGPTL8;MTTP;LPA;CES3;ANGPTL3;SOAT1;PCSK6;AP2S1;LMF1;ALB;ABCA1;ABCG1;PRKACB;LIPA;APOA5;PCSK5;APOE;ANGPTL4;LPL;APOA4;AP2A2;LMF2;LSR;CLTA;AP2B1;AMN;AP2M1;PLTP;NR1H2;APOC2;ZDHHC8;APOB;LIPC;BMP1;APOC3;LDLRAP1;PRKACG;MBTPS2;SAR1B;LIPG;APOA2;CUBN;A2M;APOC1;APOBR;HDLBP
CUSTOM140674733480768	Plasma lipoprotein clearance	30/33			SCARB1;PCSK9;VLDLR;APOA1;AP2A1;CLTC;NPC2;NCEH1;APOC4;LDLR;NPC1;CES3;SOAT1;AP2S1;LIPA;APOE;LSR;AP2A2;CLTA;AP2B1;AMN;AP2M1;NR1H2;APOB;LIPC;LDLRAP1;CUBN;APOC1;APOBR;HDLBP
CUSTOM140674733480768	Plasma lipoprotein remodeling	28/32			APOF;FURIN;APOA1;MBTPS1;CETP;LCAT;ANGPTL8;LPA;ANGPTL3;PCSK6;LMF1;ALB;ABCG1;APOA5;PCSK5;APOE;ANGPTL4;LPL;APOA4;LMF2;PLTP;APOC2;LIPC;APOC3;MBTPS2;LIPG;APOA2;APOB
CUSTOM140674733480768	Plasmalogen biosynthesis	3/3			GNPAT;AGPS;DHRS7B
CUSTOM140674733480768	Platelet Adhesion to exposed collagen	12/13			VWF;GP1BB;ITGB1;FCER1G;ITGA2;GP6;GP1BA;ITGA1;GP9;GP5;FYN;LYN
CUSTOM140674733480768	Platelet Aggregation (Plug Formation)	33/37			BCAR1;CRK;RAPGEF4;GP5;PDPK1;CSK;RAP1B;FN1;FGG;FGB;TLN1;RAP1A;RASGRP1;SRC;PTK2;FGA;GRB2;PTPN1;SHC1;RASGRP2;ADRA2A;SOS1;F2;VWF;GP1BB;ITGA2B;ITGB3;APBB1IP;SYK;AKT1;GP1BA;GP9;RAPGEF3
